iter	Logloss
150	0.1322568548
151	0.1319693789
152	0.1317571285
153	0.1315464246
154	0.1314310892
155	0.1312024847
156	0.1310153723
157	0.1307703258
158	0.1305976626
159	0.1304018557
160	0.130222597
161	0.130043472
162	0.1298083041
163	0.1295387223
164	0.1293951566
165	0.1292471319
166	0.1290320624
167	0.1288544115
168	0.1287472275
169	0.1285597116
170	0.1283254631
171	0.1280404842
172	0.1278742232
173	0.1277009199
174	0.1275585468
175	0.1274193383
176	0.1271582909
177	0.1269066197
178	0.1267574264
179	0.1265956508
180	0.1263219413
181	0.1261688973
182	0.1259800702
183	0.1258713745
184	0.1258234104
185	0.1253945958
186	0.1250688275
187	0.1249890118
188	0.1246469739
189	0.124414485
190	0.1243304012
191	0.1241827392
192	0.1239804784
193	0.1237882291
194	0.1236614877
195	0.1235699159
196	0.1234952257
197	0.1232578067
198	0.1230678347
199	0.1229935057
200	0.1228447636
201	0.1226728976
202	0.1224614215
203	0.1222784938
204	0.1220997179
205	0.1219619745
206	0.1216970174
207	0.1215327847
208	0.1213197766
209	0.1212520922
210	0.1210197168
211	0.1205100094
212	0.1203744637
213	0.1201727126
214	0.1200220436
215	0.1195836746
216	0.1194323733
217	0.1193507922
218	0.1192918162
219	0.1191084116
220	0.1190168892
221	0.1188773422
222	0.1187267923
223	0.1186478903
224	0.1185768884
225	0.1183901846
226	0.1182603811
227	0.1181581952
228	0.1179919819
229	0.1176424851
230	0.1174721034
231	0.1173927114
232	0.1173136746
233	0.1172292793
234	0.117127484
235	0.1169824597
236	0.1168735022
237	0.1167805509
238	0.1166161028
239	0.1164122635
240	0.1162593567
241	0.1162065031
242	0.1160386807
243	0.1158853038
244	0.1157478224
245	0.11548818
246	0.1153749906
247	0.1151586837
248	0.1150878269
249	0.1148655794
250	0.114778672
251	0.1147391204
252	0.1146096123
253	0.114419334
254	0.1142581854
255	0.114179046
256	0.1138340939
257	0.113759531
258	0.1136384098
259	0.1134845222
260	0.1133874535
261	0.1132072678
262	0.1131444155
263	0.1130075081
264	0.1128748915
265	0.1128028973
266	0.1126763664
267	0.1124895092
268	0.1124083836
269	0.1122901004
270	0.1121908715
271	0.1120666645
272	0.1119466956
273	0.1118637874
274	0.1117307116
275	0.1116820167
276	0.1116271057
277	0.1115366506
278	0.1113451293
279	0.1112579233
280	0.1109594858
281	0.1108804449
282	0.1107927391
283	0.1106706153
284	0.1105873322
285	0.1104945039
286	0.1104320392
287	0.1103553235
288	0.1101859783
289	0.1101120322
290	0.1100075704
291	0.1098419009
292	0.1097865678
293	0.1096622279
294	0.1095318668
295	0.1094966821
296	0.1094447624
297	0.1093116051
298	0.1091903079
299	0.109119404
300	0.1089126047
301	0.1087890118
302	0.108600355
303	0.1085034588
304	0.1084131931
305	0.1083228428
306	0.1081819362
307	0.1080397637
308	0.1079800386
309	0.1078552666
310	0.1077865115
311	0.1076732476
312	0.1076112949
313	0.1075205145
314	0.1074705402
315	0.1073454037
316	0.1072952791
317	0.1071877304
318	0.1071706095
319	0.1071068962
320	0.1070321033
321	0.1069950603
322	0.1069085976
323	0.1067902631
324	0.1066805204
325	0.1066153941
326	0.106528405
327	0.1064926801
328	0.1064118971
329	0.1062821608
330	0.106239011
331	0.1061679088
332	0.1060677209
333	0.1059186176
334	0.1057798062
335	0.1056822139
336	0.1056004808
337	0.1054206073
338	0.1053893899
339	0.1052789019
340	0.1051544475
341	0.1049962769
342	0.1049195379
343	0.1047736708
344	0.104720088
345	0.1046213842
346	0.1045870593
347	0.1045146624
348	0.1044599381
349	0.1042169577
350	0.1041591215
351	0.1040793249
352	0.1039875499
353	0.1039054706
354	0.1038678899
355	0.1038067922
356	0.1037271816
357	0.1036546768
358	0.1036084239
359	0.1035783103
360	0.103421983
361	0.1033810545
362	0.1033357036
363	0.1032115163
364	0.1031253277
365	0.1031091708
366	0.1029499489
367	0.1028748756
368	0.1027947656
369	0.1026621054
370	0.1024527739
371	0.1023916827
372	0.1023401412
373	0.1022376176
374	0.10217152
375	0.1020992842
376	0.102031875
377	0.101913921
378	0.1018423757
379	0.1018056706
380	0.1017207462
381	0.1016593462
382	0.1015445265
383	0.1014243325
384	0.1013911447
385	0.1013184166
386	0.1012988467
387	0.1012756666
388	0.1011996228
389	0.101094915
390	0.1010102459
391	0.1009518285
392	0.1009142471
393	0.1008426051
394	0.1008265749
395	0.100724577
396	0.1006102546
397	0.100542862
398	0.1005229764
399	0.1004469415
400	0.1003784842
401	0.100339461
402	0.100229227
403	0.100133993
404	0.1000467588
405	0.09996572089
406	0.09989463383
407	0.09985885728
408	0.09981807687
409	0.09970886501
410	0.09964850258
411	0.09959016425
412	0.09953286116
413	0.09947512693
414	0.09943699744
415	0.0993852828
416	0.0993018378
417	0.09920877697
418	0.09915865702
419	0.09911557112
420	0.09903705144
421	0.0989852626
422	0.0989059298
423	0.0988412374
424	0.09882032171
425	0.09871995019
426	0.09865267294
427	0.09860798177
428	0.09853415591
429	0.09844371369
430	0.09839792359
431	0.09834661726
432	0.09827795252
433	0.09812741427
434	0.09805571024
435	0.09799271641
436	0.0979567936
437	0.09787521897
438	0.09782473711
439	0.0977956439
440	0.097699289
441	0.09760248414
442	0.09751821161
443	0.09744604557
444	0.09737870506
445	0.09735306141
446	0.09730954226
447	0.09724224775
448	0.09719560632
449	0.09715074672
450	0.09713476981
451	0.09708591586
452	0.09701876549
453	0.09698488901
454	0.09693489223
455	0.09691555807
456	0.09685887798
457	0.09678977606
458	0.09671463561
459	0.09657263302
460	0.09647390667
461	0.09644240601
462	0.09629019461
463	0.09621428049
464	0.0961600258
465	0.09610926889
466	0.09603731622
467	0.09597551343
468	0.09593160469
469	0.0958713363
470	0.09583928535
471	0.09579616046
472	0.09574869597
473	0.09570947495
474	0.09566515735
475	0.09563195315
476	0.09556804077
477	0.09554830059
478	0.09544810501
479	0.09540124628
480	0.09535271685
481	0.09530401499
482	0.09527599147
483	0.09526133051
484	0.09522782849
485	0.09514222881
486	0.09508747171
487	0.09504446118
488	0.09494747033
489	0.09484598114
490	0.09481377891
491	0.09474069387
492	0.09464449636
493	0.09459861698
494	0.09451166833
495	0.09444109915
496	0.09441186854
497	0.0943664256
498	0.09433986495
499	0.09430680309
500	0.09426968247
501	0.09421021147
502	0.09416809981
503	0.09410533341
504	0.09403773861
505	0.09401560646
506	0.09399170526
507	0.09395015216
508	0.09387851685
509	0.09382700715
510	0.09377202495
511	0.09374506125
512	0.09372068587
513	0.09365923211
514	0.09361743268
515	0.09358752689
516	0.09356007506
517	0.09345380784
518	0.09343013571
519	0.09335383408
520	0.09333815478
521	0.09324480587
522	0.09313885003
523	0.09309869326
524	0.09303717344
525	0.09298204577
526	0.09293581868
527	0.09291896178
528	0.09288427465
529	0.09284958819
530	0.09281000916
531	0.0927072529
532	0.09265830332
533	0.09259083026
534	0.09246666832
535	0.09241754319
536	0.09237107572
537	0.09229574947
538	0.09222442822
539	0.09211741575
540	0.09208323876
541	0.09203389091
542	0.09202352276
543	0.0919528934
544	0.09194177728
545	0.09187006723
546	0.09184723094
547	0.09178375614
548	0.09169154702
549	0.09165881402
550	0.09162537318
551	0.09154717016
552	0.09150185032
553	0.09146797788
554	0.09140450893
555	0.09138517013
556	0.09130949747
557	0.09121997904
558	0.09116845522
559	0.09115396026
560	0.09112372895
561	0.09104253092
562	0.09101275732
563	0.09095168809
564	0.09090878359
565	0.09087353439
566	0.09081805343
567	0.09078987631
568	0.09075922616
569	0.09071906279
570	0.09069519026
571	0.090671666
572	0.09063670554
573	0.09056828895
574	0.0904781636
575	0.09044543107
576	0.09043077951
577	0.09038458352
578	0.09033912475
579	0.09025932099
580	0.09020236424
581	0.09018715981
582	0.09017740896
583	0.09013048172
584	0.09008270639
585	0.09001850118
586	0.08997455928
587	0.08995904751
588	0.0898851619
589	0.0898510678
590	0.08978872358
591	0.0897685624
592	0.08973528623
593	0.0896685035
594	0.0896334765
595	0.08960714242
596	0.08948185437
597	0.08941927459
598	0.08939788826
599	0.08932962386
600	0.08927499456
601	0.08924144881
602	0.08921787848
603	0.08917892462
604	0.08910449639
605	0.089028668
606	0.08897376602
607	0.08893817587
608	0.08892109658
609	0.08886394203
610	0.08883149699
611	0.08879006955
612	0.08875577366
613	0.0887084193
614	0.08865682233
615	0.0886222538
616	0.08859563257
617	0.08857534649
618	0.08854244052
619	0.08850992731
620	0.08847579124
621	0.08846565948
622	0.08844603102
623	0.08838176711
624	0.08833640432
625	0.08828353691
626	0.08822854344
627	0.08819423572
628	0.0881470334
629	0.08811517033
630	0.08807275364
631	0.08804827425
632	0.08803730769
633	0.08801073055
634	0.08798516582
635	0.08792160569
636	0.08789755893
637	0.08782829898
638	0.08776667832
639	0.08772970799
640	0.0876933493
641	0.08764774875
642	0.08762616548
643	0.08761499448
644	0.08758838683
645	0.08754504781
646	0.08753263702
647	0.08747693269
648	0.08744010528
649	0.08737015367
650	0.08733142689
651	0.08727768033
652	0.08717723619
653	0.08712125246
654	0.08709243885
655	0.08704832439
656	0.08701155055
657	0.08696359714
658	0.08687243055
659	0.08680923163
660	0.08676117096
661	0.08672807683
662	0.08669771606
663	0.08665267701
664	0.08661072844
665	0.08658648653
666	0.08655550681
667	0.08650742093
668	0.08645925637
669	0.08644412185
670	0.08641091171
671	0.08639574254
672	0.08636526305
673	0.08633288033
674	0.08626612371
675	0.08622227955
676	0.08618287346
677	0.08612867856
678	0.08607051376
679	0.08602602758
680	0.08597850631
681	0.08593479379
682	0.08590354834
683	0.08586550088
684	0.08584202
685	0.08581682646
686	0.08572458871
687	0.08568175077
688	0.08562685902
689	0.085609653
690	0.08555245896
691	0.08551321265
692	0.08545595992
693	0.08542512768
694	0.0853972208
695	0.08537746449
696	0.08532880263
697	0.08527748049
698	0.0852623463
699	0.0852393829
700	0.08520471722
701	0.08516039552
702	0.08511347531
703	0.08510037698
704	0.08507789023
705	0.08502583187
706	0.08497376217
707	0.08495347807
708	0.08493270047
709	0.08490843437
710	0.08487727596
711	0.08483686685
712	0.08478737281
713	0.08476919843
714	0.08474115041
715	0.0846969773
716	0.08465160025
717	0.08460908924
718	0.08459539993
719	0.08456825778
720	0.08454287452
721	0.08447927182
722	0.08446689599
723	0.08440977528
724	0.08438072291
725	0.08432196037
726	0.08429391497
727	0.08427621205
728	0.0842429942
729	0.08422988231
730	0.08417755072
731	0.08414526067
732	0.08411571603
733	0.08409049045
734	0.08404895618
735	0.08399658826
736	0.08393586907
737	0.08382303282
738	0.0837974174
739	0.08374191729
740	0.08370534803
741	0.08368931715
742	0.08366064829
743	0.08365011642
744	0.08363738111
745	0.08359263464
746	0.08355656784
747	0.08353278324
748	0.08351905465
749	0.083509826
750	0.08349361143
751	0.08347901732
752	0.08345855757
753	0.08343765397
754	0.0834100506
755	0.08338746764
756	0.08332855716
757	0.08327821413
758	0.08317890859
759	0.08315896219
760	0.08312797861
761	0.08306358745
762	0.08301879599
763	0.08296829405
764	0.08294650996
765	0.08292399801
766	0.08290341779
767	0.08286695471
768	0.08284629728
769	0.08280874402
770	0.08276621809
771	0.08269332116
772	0.08268024622
773	0.08265398207
774	0.08257104072
775	0.08253440975
776	0.08250271209
777	0.08246272961
778	0.08239468919
779	0.08238137001
780	0.08230623378
781	0.08227451526
782	0.08221609716
783	0.08219989517
784	0.08216616085
785	0.08213576382
786	0.08211817203
787	0.0820746482
788	0.0820480432
789	0.08203066622
790	0.0819932475
791	0.08193967761
792	0.08190344794
793	0.08187211399
794	0.08184236711
795	0.08180775507
796	0.08175414618
797	0.08172503514
798	0.08168204082
799	0.08163798181
800	0.08158074832
801	0.08152991573
802	0.08148537794
803	0.08143673293
804	0.08140116178
805	0.08138883831
806	0.08137170852
807	0.08132146933
808	0.08128885265
809	0.08127244007
810	0.0812407884
811	0.08121392415
812	0.08120624534
813	0.08115900821
814	0.08112920146
815	0.08109098482
816	0.08105141309
817	0.08103473758
818	0.08101530134
819	0.08098590588
820	0.08092928574
821	0.08092374187
822	0.08090629496
823	0.08084334925
824	0.08080562529
825	0.08077764813
826	0.08075567483
827	0.08072183395
828	0.08069943342
829	0.08059328479
830	0.08054420138
831	0.08050637175
832	0.08047991599
833	0.08046087778
834	0.08042061841
835	0.08038629222
836	0.08036987789
837	0.08035629491
838	0.08034925265
839	0.08034203828
840	0.08031443685
841	0.08026606467
842	0.08023565163
843	0.08022319524
844	0.08020470792
845	0.0801673306
846	0.08014226666
847	0.08013326306
848	0.08008882569
849	0.080066408
850	0.08002939877
851	0.08000397414
852	0.07996710488
853	0.07990802871
854	0.07985653978
855	0.07980918649
856	0.07976388623
857	0.07973015158
858	0.0796982895
859	0.07967528562
860	0.07963760743
861	0.07961905329
862	0.07956672372
863	0.07953552281
864	0.07949694496
865	0.07949693192
866	0.07944415661
867	0.07940745552
868	0.07937835748
869	0.0793546513
870	0.07934326616
871	0.07928918574
872	0.07925111236
873	0.0791943322
874	0.07917426183
875	0.07911804768
876	0.07907173858
877	0.07904534478
878	0.07900907236
879	0.07899397873
880	0.07898030086
881	0.07895110094
882	0.07890888145
883	0.07886567478
884	0.07880358788
885	0.07878213609
886	0.0787671495
887	0.07873160287
888	0.07871367229
889	0.07864985146
890	0.07863310249
891	0.07862308811
892	0.0785768839
893	0.0785334523
894	0.07850415764
895	0.07846611476
896	0.07842789402
897	0.07839362245
898	0.07837430045
899	0.07833161782
900	0.07829562211
901	0.07827909604
902	0.0782322738
903	0.07820902484
904	0.07816724392
905	0.07813351954
906	0.0780966554
907	0.07807777231
908	0.0780530788
909	0.07804325168
910	0.07802871203
911	0.07802292947
912	0.07796557688
913	0.07792504364
914	0.07788130346
915	0.07785682571
916	0.07784434343
917	0.07782888234
918	0.07779947664
919	0.07775600295
920	0.07773042566
921	0.07765508404
922	0.07761825057
923	0.07759509922
924	0.07758092692
925	0.07757001156
926	0.07748761824
927	0.07745913536
928	0.07742522488
929	0.07740078111
930	0.07737413515
931	0.07736604216
932	0.07733948703
933	0.07730340063
934	0.07727026156
935	0.07725112009
936	0.07721783431
937	0.07719127628
938	0.07715083138
939	0.07713014203
940	0.07710285468
941	0.07707714609
942	0.077060572
943	0.07699562468
944	0.07694653983
945	0.07690071594
946	0.07685826746
947	0.07683115343
948	0.07679332782
949	0.07676326096
950	0.0767070396
951	0.07669666939
952	0.0766092763
953	0.07656176012
954	0.07653247793
955	0.07650686023
956	0.07644756994
957	0.07643116026
958	0.07641011585
959	0.07637468042
960	0.07631901694
961	0.07628208706
962	0.07625874152
963	0.0762420546
964	0.07621606693
965	0.07619825726
966	0.07618489061
967	0.07615002587
968	0.07613394733
969	0.0761061718
970	0.0760942629
971	0.07607348896
972	0.07604835678
973	0.07603583992
974	0.07602817735
975	0.07599294214
976	0.07595087373
977	0.07592823857
978	0.07588154079
979	0.07584117853
980	0.07580817656
981	0.07578861158
982	0.07575517862
983	0.07572135407
984	0.07570154981
985	0.07568657628
986	0.07565570525
987	0.07560191706
988	0.07557367758
989	0.07553124151
990	0.07550465496
991	0.07541934139
992	0.07538897169
993	0.07536477039
994	0.07532262525
995	0.07529043287
996	0.07527645971
997	0.07526102975
998	0.07524034126
999	0.07520453871
